휴양지	休养胜地
성채 Lv.7이 되면 전쟁 보호 상태가 해제되며 24시간 전쟁 보호가 적용됩니다.	城堡达到7级将自动解除免战状态，并免费适用24小时免战。
전쟁 보호는 다른 영주의 공격으로부터 영지를 보호해 주는 것으로, 해제 시 약탈될 수 있기에 게임 이용에 참고 부탁 드립니다.	在免战状态下，可保护领地不受其他领主的攻击，解除时有可能遭受攻击和掠夺。
또한, 무료로 지급된 서버 이동권이 삭제되며 다른 서버로 이주할 수 없는 점 참고 바랍니다.	而且，还将回收免费发放的转服券，届时将再也无法转服，敬请参考。
★접속 시 포획 도구10묶음x2 지급!★대해적의 마지막 유산을 차지할 영주님은 바로 당신! (이벤트 상점▷모험 선택하기▷대해적의 : 헨리모건의 검은 해골 선수상)	★登录送捕捉工具10个x2★夺得大海盗最后遗产的人非你莫属！(活动商店▷选择冒险▷大海盗 : 亨利摩根的黑色骷髅船首像)
★축 500일!★지금 접속하면 500일 기념 한정 접속 보상이 한가득!! 대박 보상과 함께 [500 스페셜 패키지] 구매 찬스도 놓치지 마세요!!	★祝500天★现在登录即送开服500天纪念限定登录奖励！领取超值奖励，还有[500天特殊礼包]购买机会！
더욱 강력한 함선으로 바다의 주인이 되어라!	获得更强力的舰船，成为海上的霸主吧！
[누적 결제]10만원 : 엄청난 금화 상자 + 선수상 조각 상자 지급! (최대 20회)	[累计充值]￥587.72：发放惊喜金币宝箱+船首像碎片箱(最多20次)
소현을	昭玄
금주의 보너스 티켓(~04/09) 사용	使用本周福利券(截至4月9日)
[소현을 구해줘!] 몬스터 공격	[救救昭玄]攻击怪物
[소현을 구해줘!] 시장 아이템 거래	[救救昭玄]交易市场道具
[소현을 구해줘!] 성문 앞 제국군 함선 격파	[救救昭玄]击破攻击城门的帝国舰船
[소현을 구해줘!] 농장 섬에서 채집하기	[救救昭玄]在农场岛采集
[소현을 구해줘!] 보물 획득	[救救昭玄]获得宝物
더욱 다양해진 영주들과 함선들로 바다를 지배하세요!	使用各种英雄和舰船支配大海吧！
강력한 영주와 함선과 함께라면 당신은 이미 바다의 제왕! 지금 오션앤엠파이어에서 전 세계 유저들과 싸워 바다를 정복하세요!	有强力的领主和舰船一起，你已经算是大海的霸王了！现在登录航海冲突，与全世界玩家对决，快来征服大海吧！
백현 신규 영웅 & 무사 영웅 상자 판매 중! 애정 영웅 소장 기회를 놓치지 마세요!!	全新英雄
전격 출시	闪亮登场
구해줘	求救
소녀 무사	少女武士
소현 출시 기념 이벤트!	昭玄推出纪念活动！
동상상점에 신규 영웅이!!	铜像商店推出全新英雄！
소녀 무사 소현 패키지 출시!	推出少女武士昭玄礼包！
기간 과제에서 소현을 구하라!	通过期间任务救救昭玄！
미션 달성 시 소현 영웅조각 증정!	完成任务时赠送昭玄英雄碎片！
이벤트 기간: 2018.4.9~ 2018.4.19 점검 전	活动时间：2018年4月9日~2018年4月19日维护前
기간과제 미션 달성 시	完成期间任务时
소현 영웅조각 증정!	赠送昭玄英雄碎片！
고대신 절대 갑주	古代神的绝对盔甲
커뮤니티 인증	官方论坛截图认证
최강 6옵션 전투 장비	最强6属性战斗装备
고대신의 절대 갑주 드디어 출시!	终于推出古代神的绝对盔甲！
대함 화력 증가!	增加对舰火力！
상대 대함 화력 감소!	减少对方对舰火力！
심해의 보석 누적 사용시	累计使用深海宝石时
기간과제에서 고대신의 절대 갑주 확정 지급!	在期间任务确保发放古代神的绝对盔甲！
자국어 채팅창에서 미션 문구를 남기고	在本国语言聊天窗中留下任务短语
커뮤니티에 인증하면	官方论坛截图认证后
금화 3000! 고대신의 절대갑주 1일권 지급!!	3000金币！发放古代神的绝对盔甲(1天)！
고유 장비 : 고대신의 절대 갑주 옵션 초대박!	固有装备：古代神的绝对盔甲超值属性！
외 4옵션	以外4属性
고대신의 절대 갑주 확정 지급! 기간과제!	确保发放古代神的绝对盔甲！期间任务！
커뮤니티 인증 이벤트 까지!	还有官方论坛截图认证活动！
금주의 상품 특별 패키지!	本周商品特别礼包！
최대 심해의 보석//5만개 획득 찬스!	最多5万个//深海宝石获得机会！
심해의 럭키 큐브//3종 패키지!	深海幸运魔方//3种礼包！
6옵션 6티어 장비 상자에서//특수능력 부여권까지!	6阶(6属性)装备箱子中//还有特殊能力赋予券！
고대신 절대 갑주 출시 기념//3종 패키지!	古代神的绝对盔甲推出纪念//3种礼包！
6옵션 8티어 장비 상자가 하나 더?!	再送1个8阶(6属性)装备箱？！
패키지 3번 구매!	购买3次礼包！
금주의 보너스 티켓	本周福利券
기간과제 달성 !	完成期间任务！
1,100원 부터 55,000원까지! 5종 출시!	从￥5.88开始到￥293.86！共推出5种！
누적 결제 보너스 이벤트!	累计充值奖励活动！
누적 결제 3만원:	累计充值￥176.32：
심해의 럭키 큐브 (최대 5만)	深海幸运魔方(最多50000个)
이벤트 기간: 2018.4.5~ 2018.4.12점검 전	活动时间：2018年4月5日~2018年4月12日维护前
패자의 전장 시즌3 오픈!	开启霸主战场赛季3！
지금 바로 도전하세요!	快来挑战吧！
레이드	团队战
고대신의 절대 갑주 [★]	古代神的绝对盔甲[★]
사용 : 10,000 금화 획득!\n티켓 3개 사용 시 추가 보상 획득(기간 과제 확인)	使用：获得10,000金币！\n使用3个时可获得额外奖励(查看期间任务)
금주의 보너스 티켓 (~4/09)	本周福利券(截至4月9日)
수천년 전 고대신이 사용하던 절대 갑주	数千年前古代神使用过的绝对盔甲
(고유 장비) 고대신의 절대 갑주 [★]	(固有装备)古代神的绝对盔甲[★]
(이벤트) 고대신의 절대 갑주( 1일)	(活动)古代神的绝对盔甲(1天)
레이드 화력	团队战火力
레이드 시 장갑 증가	增加团队战时装甲
레이드 내구도	团队战耐久度
연속 사냥 증가	增加连续狩猎
심해의 보석이 쏟아지는 진귀한 상자\n(심해의 보석 300 ~ 50,000개 획득 가능!)	可获得海量深海宝石的珍贵箱子\n(最多可获得300~50000个深海宝石)
성채 레벨 30 달성	城堡等级达到30级
군수품 창고 레벨 30 달성	军需品仓库达到30级
동상 상점에서 금화 사용하기	在铜像商店使用金币
상점에서 상품 구매	在商店购买商品
가속 아이템 사용 시간	加速道具使用时间
다른 영주에게 공격 시도하기	尝试攻击其他领主
다른 영주의 영지에서 자원 약탈	夺取其他领主领地资源
영광의 메달 사용	使用荣耀的奖牌
강습 이용권 사용하기	使用突袭券
6티어 4슬롯 이상 모자 제작	制作6阶(4属性)以上头盔
3티어 2슬롯 이상 의복 제작	制作3阶(2属性)以上盔甲
8티어 6슬롯 이상 장갑 제작	制作8阶(6属性)以上装甲
8티어 5슬롯 이상 신발 제작	制作8阶(5属性)以上战靴
4티어 6슬롯 이상 무기 제작	制作4阶(6属性)以上武器
2티어 1슬롯 이상 장신구 제작	制作2阶(1属性)以上饰品
4슬롯 신발 제작하기	制作4属性战靴
5슬롯 무기 제작하기	制作5属性武器
6슬롯 장신구 제작하기	制作6属性饰品
장비 제작 은화 사용하기	使用银币制作装备
시장에서 금화 사용하기	在市场使用金币
귀부인의 서재 3레벨 달성	贵夫人的书房达到3级
기념	纪念
식목일	植树节
▶고유 장비 : 최강 전쟁용 의복◀	▶固有装备：最强战争盔甲◀
고대신의 절대 장비 출시! (기간 미션 확인)	推出古代神的绝对装备！(查看期间任务)
[누적 결제]10만원 : 심해의 럭키 큐브 (최대 5만) 지급! (최대 20회)	[累计充值]￥587.72：发放深海幸运魔方(最多50000个)！(最多20次)
▶고대신의 절대 장비 출시 기념◀	▶古代神的绝对装备推出纪念◀
금화로 구매 가능한 심해의 럭키큐브!	可以用金币购买的深海幸运魔方！
▶신규 영웅 : 소녀 무사 소현!◀	▶全新英雄：少女武士昭玄◀
동양 제일검 소현과 함께 바다를 제패하세요	与东洋第一剑昭玄一起称霸大海吧
[고대신 절대 갑주 출시 기념]	[古代神的绝对盔甲推出纪念]
6옵션 6티어 장비 상자	6阶(6属性)装备箱子
장비 특수 능력 부여권	装备特殊能力赋予券
심해의 럭키 큐브 6개	深海幸运魔方x6
심해의 럭키 큐브 2개	深海幸运魔方x2
(+1,000개 확정 지급!)	(+1,000个确保发放)
심해의 럭키 큐브 12개	深海幸运魔方x12
(+7,000개 확정 지급!)	(+7,000个确保发放)
[스페셜 영웅 3종]	[3种英雄礼包]
영웅의 전당 에디션	英雄殿堂礼包
[스프링 시즌 스페셜]	[春季礼包]
풍족한 자원 에디션	丰厚的资源礼包
[식목일 기념 에디션]	[植树节纪念礼包]
식량 & 목재 패키지	粮食&木材礼包
심해의 럭키 큐브 (최대 5만) 3개	深海幸运魔方(最多50000个)x3
심해의 보석 최대 50,000개 획득 가능!	最多可获得50,000个深海宝石！
심해의 보석을 모아, 고대신 장비를 차지하세요.	收集深海宝石，夺得古代神的装备吧。
금화로 구매 가능한 상품입니다.	可用金币购买的商品。
[신규 영웅] 소녀 무사 : 소현	[全新英雄]少女武士：昭玄
포격함 특화 영웅 "소현"의 영웅 조각 확정 지급!	炮击舰特化英雄昭玄的英雄碎片确保发放！
영웅 소현을 획득하고 강력한 영지를 구축 하세요.	获得英雄昭玄，构筑强力的领地吧。
행동력 특급 보너스!	领主体力特级奖励！
영주 행동력 집중 공략!	领主体力集中攻略！
1,500 행동력을 드립니다	送1,500领主体力
5,000 행동력을 드립니다	送5,000领主体力
100,000 행동력을 드립니다	送100,000领主体力
400,000 행동력을 드립니다	送400,000领主体力
★접속 시 행동력100 x10 지급!★	★登录送领主体力100点x10★
봄은 생명의 계절!	春季是万物复苏的季节！
식량과 목재가 가득한 [식목일 기념 에디션]으로 부유한 영주님이 되어 보세요!	使用内含海量粮食木材的[植树节纪念礼包]成为富有的领主吧！
알쏭달쏭 퀴즈!	有奖竞猜！
문제를 풀고 보상 받자!	答题领取奖励吧！
인증 시	截图认证时
내가 바로 패자의 전장 제왕!	霸主战场唯我独尊！
패자의 전장 랭킹 인증 시 명장의 거북선 함선 스킨 지급	截图认证霸主战场排名，送名将的龟船皮肤。
회수 아이템 재지급 안내	回收道具重新发放说明
회수된 아이템이 재지급 되었습니다.	已重新发放被回收的道具。
500일 기념 스페셜 패키지 비정상 구매 조치 안내	开服500天纪念特殊礼包异常购买处理说明
영주님께서는 '[오션 앤 엠파이어 500일 기념]' 패키지를 비정상적으로 구매한 기록이 확인되어 운영 정책에 따라 조치가 진행되었습니다.	经确认发现领主非正常购买了[航海冲突开服500天纪念]礼包，根据运营政策执行规定措施。
또한, 비정상으로 구매한 아이템을 회수하였으며,VIP1,000 포인트와 [500일 기념] 대영주의 신발 1회를 재지급 해드립니다.	并且回收异常购买的道具，重新发放1次1,000贵宾点数和[500天纪念]大领主战靴。
추후 유사한 행위를 반복하실 경우 정책에 따라 강력한 조치가 진행될 수 있는 점 꼭 참고해 주시고	日后如再发生此类行为，将根据相关政策，可能采取严办处理，敬请参考。
오류 발생 시 고객센터로 신고 접수 부탁드립니다.	如果发生错误，请投诉客服中心。
고대신의 절대 건틀릿 [★]	古代神的绝对金属护手[★]
사용 : 10,000 금화 획득!\n 티켓 3개 사용 시 추가 보상 획득(기간 과제 확인)	使用：获得10,000金币！\n使用3个本周福利券时，可获得额外奖励(查看期间任务)
금주의 보너스 티켓 (~4/19)	本周福利券(截至4月19日)
수천년 전 고대신이 사용하던 절대 건틀릿	数千年前古代神使用过的绝对金属护手
(고유 장비) 고대신의 절대 건틀릿 [★]	(固有装备)古代神的绝对金属护手[★]
(체험판) 고대신의 절대 건틀릿( 1일)	(体验版)古代神的绝对金属护手(1天)
영광의 메달이 쏟아지는 진귀한 상자\n(영광의 메달10 ~ 2,000개 획득 가능!)	内含海量荣耀的奖牌的珍贵箱子\n(可获得10~2,000个荣耀的奖牌)
영광의 럭키 큐브 (최대 2천)	荣耀的幸运魔方(最多2000个)
★접속 시 행동력100 x10 지급!★신규영웅 소현 전격 출시! 기간과제와 동상 상점에서 영웅계의 귀여운 아이돌! 소현을 만나보세요!	★登录送领主体力100点x10★全新英雄昭玄闪亮登场！可通过期间任务和铜像商店邂逅英雄界的可爱女星昭玄！
영광의 럭키 큐브	荣耀的幸运魔方
110000원	￥587.72
▶고유 장비 : 최강 전쟁용 건틀릿◀ 고대신의 절대 건틀릿 출시! (기간 미션 확인)	▶固有装备：最强战争金属护手◀推出古代神的绝对金属护手！(查看期间任务)
[누적 결제] 10만원: 영광의 럭키 큐브 (최대 2천) 지급! (최대 20회)	[累计充值]￥587.72：发放荣耀的幸运魔方(最多2000个)！(最多20次)
[절대 건틀릿 출시 기념] 영광의 럭키 큐브 체험 에디션	[绝对金属护手推出纪念]荣耀的幸运魔方体验礼包
[절대 건틀릿 출시 기념] 선수상 스페셜 에디션	[绝对金属护手推出纪念]船首像特殊礼包
[절대 건틀릿 출시 기념] 군수창고 마스터 에디션	[绝对金属护手推出纪念]军需品仓库大师礼包
[절대 건틀릿 출시 기념] 건축성장 마스터 에디션	[绝对金属护手推出纪念]建筑成长大师礼包
[절대 건틀릿 출시 기념] 청룡의 괴수 사냥 세트 (20일)	[绝对金属护手推出纪念]青龙的狩猎怪兽用套装(20天)
영광의 럭키 큐브 4개 (+ 150개 확정 지급)	荣耀的幸运魔方x4(+150个确保发放)
영광의 럭키 큐브 18개 (+ 600개 확정 지급)	荣耀的幸运魔方x18(+600个确保发放)
[주간 한정] 행복의 7일 에디션	[每周限定]幸福的7天礼包
함선 프로 에디션	舰船专属礼包
보물 프로 에디션	宝物专属礼包
가속 프로 에디션	加速专属礼包
[스페셜 영웅 3종] 이순신 에디션	[3种英雄礼包]李舜臣礼包
[스페셜 영웅 3종] 아테나 에디션	[3种英雄礼包]雅典娜礼包
[스페셜 영웅 3종] 캐서린 에디션	[3种英雄礼包]凯瑟琳礼包
[출시 기념] 고대신의 절대 건틀릿 체험판	[推出纪念] 古代神的绝对金属护手体验版
[10회 한정] 거래 장부를 훔쳐라!	[限购10次]偷盗交易账簿！
최고의 领主对战 장비! 절대 장비 3번째 시리즈 고대신의 절대 건틀릿 체험판 (1일)압도적인 무력을 느껴 보세요	最佳的领主对战装备！绝对装备第三系列(体验版)古代神的绝对金属护手(1天)，感受一下压倒性的武力吧！
대박 이아템을 포함하고 있는 거래 장부!금화로 구매 가능한 상품입니다	内含超值道具的交易账簿！可用金币购买的商品
금주의 보너스 티켓(~04/19) 사용	使用本周福利券(截至4月19日)
[주간 이벤트] 몬스터 처치	[本周活动]击杀怪物
주간 이벤트	本周活动
[주간 이벤트] 제국군에게 공격하여 승리	[本周活动]攻击帝国军并取得胜利
고대신의 절대 건틀릿 최초 출시!	首次推出古代神的绝对金属护手！
고대신의 절대 건틀릿 출시 기념 특별 기간 과제까지!	还有古代神的绝对金属护手推出纪念特别期间任务！
기간과제에서 고대신의 절대 건틀릿 확정 지급!	期间任务中确保发放古代神的绝对金属护手！
동상 상점에서  체험판 절대 건틀릿 1회 한정 판매!	铜像商店中出售体验版绝对金属护手(限购1次)！
사냥을 위해 태어났다!	专为狩猎而生！
상대 함선 대함 화력 감소!	减少对方舰船对舰火力！
영광의 메달 사용 누적 사용시	累计使用荣耀的奖牌时
이벤트 기간 : 04/12 ~ 04/19 점검전	活动时间：4月12日~4月19日维护前
절대 건틀릿 출시 기념 특별 미션!	绝对金属护手推出纪念特别任务！
절대 건틀릿 출시 기념 한정 패키지!	绝对金属护手推出纪念限定礼包！
청룡의 괴수 사냥 귀걸이 지급 기간과제!	完成期间任务可获得青龙的狩猎怪兽用耳环！
청룡의 괴수 사냥 세트!!	青龙的狩猎怪兽用套装！
최강 전쟁용 건틀릿	最强的战争专用金属护手
영광의 메달을 가진 자!	谁拥有荣耀的奖牌！
전쟁을 지배한다	谁就能决定战场
영광의 메달!	荣耀的奖牌！
최대 2000개!	最多2000个！
3종 패키지!	3种礼包！
영광의 메달 25% 페이백	荣耀的奖牌25%消费返还
기간과제 이벤트	期间任务活动
(최대 40,000)	(最多40,000)
특별 기간 과제&조합 이벤트!	特别期间任务&合成活动！
자원 채집과 사냥으로	通过采集资源和狩猎
수취인 불명의 거래 장부를 획득하라!	获取物主不明的交易账簿！
영광의 럭키 큐브  3종 패키지!	3种荣耀的幸运魔方礼包！
주술의 잔영	咒术的残影
봄맞이 기념!	迎春纪念！
영주님을 위한 특별한 혜택!	为领主准备的特别福利！
10,000원 이상 결제 시 고급 선수상 상자 지급!	充值￥58.77以上时送高级船首像箱子！
다음에 접속하면 100% 지급!	下次登录时100%送！
10,000원 이상 결제 시 7티어 장비 상자 지급!	充值￥58.77以上时送7阶装备箱！
기간 : 4/12 점검 후  ~ 4/15 09:00	时间：4月12日 维护后 ~ 4月15日 8:00
기간 : 4/13 09:00 ~ 4/14 09:00	时间：4月13日 8:00 ~ 4月14日 8:00
기간 : 4/14 09:00 ~ 4/15 09:00	时间：4月14日 8:00 ~ 4月15日 8:00
기간 :  4/15 09:00 ~ 4/16 09:00	时间：4月15日 8:00 ~ 4月16日 8:00
기간 : 4/15 09:00 ~ 4/18 09:00	时间：4月15日 8:00 ~ 4月18日 8:00
기간 : 4/16 09:00 ~ 4/17 09:00	时间：4月16日 8:00 ~ 4月17日 8:00
기간 : 4/17 09:00 ~ 4/18 09:00	时间：4月17日 8:00 ~ 4月18日 8:00
기간 : 4/18 09:00 ~ 4/19 09:00	时间：4月18日 8:00 ~ 4月19日 8:00
★접속 시 일반 선수상 상자 X1 지급★	★登录送普通船首像箱子x1★
포격함 신규영웅 소현 영웅 조각 획득 찬스!	炮击舰特化全新英雄昭玄碎片的获得机会！
기간과제!	期间任务！
동상 상점에서도 소현을 만나보세요!	可通过铜像商店获得昭玄！
10,000원 이상 결제 시 가속 30분 X 100 지급!	充值￥58.77以上时送加速30分钟x100！
10,000원 이상 결제 시 목재 30,000 x 100 지급!	充值￥58.77以上时送30,000木材x100！
이벤트 종료 시 소멸	活动结束后消失
★지금 접속하면 포획 도구10묶음x2 지급!★ 매일 계속되는 특별한 혜택! 봄맞이 기념 일일 접속 보상과 누적 결제 이벤트로 풍성한 주말 되세요!	★现在登录送捕捉工具10个x2★每日持续发放的特别福利！丰厚的迎春纪念每日登录奖励和累计充值活动陪你过周末！
★지금 접속하면 일반 선수상 상자 X1 지급!★영광의 메달을 사용하면 기간과제에서 은화가 최대 4백만개?! 영광의 럭키큐브 패키지도 놓치지 마세요! (상점▶금주의 상품)	★现在登录送普通船首像箱子x1★在期间任务使用荣耀的奖牌最多可获得4百万个？！也不要错过荣耀的幸运魔方礼包哦！(商店▶本周商品)
★지금 접속하면 행동력100 x10 지급!★영웅 인기 TOP3가 최강 가성비로 등장! 이순신! 캐서린! 아테나! 인기 스페셜 영웅 에디션! (상점▶특화상점)	★现在登录送领主体力100个x10★英雄人气排名第三以最强性价比闪亮登场！李舜臣！凯瑟琳！雅典娜！人气英雄特殊礼包！(商店▶特化商店)
다음 보상까지 {0}	距离下一奖励{0}
영주님의 현재 진행 현황을 한 눈에 확인해보세요!	领主大人可一次性查看到当前所有进行现状！
게임센터' 로그인이 필요합니다.	需要登录游戏中心
지금 로그인 화면으로 이동하시겠습니까?	确定要切换登录界面吗？
몬스터 처치하기[괴물 게]를 완료해야 출항할 수 있습니다.	应先完成击杀怪物[蟹怪]才可出航
사냥을 통해 보물을 획득하세요.	通过狩猎获得宝物吧
★지금 접속하면 일반 선수상 상자 X1 지급!★한주의 시작! 행복의 7일 에디션으로 희귀 선수상 상자와 각종 자원을 단 한번의 구매 찬스로 만나보세요! (상점▶한정 상품)	★现在登录送普通船首像箱子x1★一周的开始！仅限一次的内含稀有船首像箱子和各种资源的幸福7天礼包购买机会。(商店▶限定商品)
★지금 접속하면 행동력100 x10 지급!★귀여운 영웅 소현이랑 바다로 놀러갈 사람~! 기간 과제와 동상 상점에서 소현이 영주님을 기다려요! >_<♥	★登录送领主体力100点x10★与可爱的英雄昭玄一起出海吧~！昭玄就在期间任务和铜像商店等着领主大人呢！>_<♥
한주의 시작! 행복의 7일 에디션으로 희귀 선수상 상자와 각종 자원을 단 한번의 구매 찬스로 만나보세요! (상점▶한정 상품)	一周的开始！仅限一次的内含稀有船首像箱子和各种资源的幸福7天礼包购买机会。(商店▶限定商品)
귀여운 영웅 소현이랑 바다로 놀러갈 사람~! 기간 과제와 동상 상점에서 소현이 영주님을 기다려요! >_<♥	与可爱的英雄昭玄一起出海吧~！昭玄就在期间任务和铜像商店等着领主大人呢！>_<♥
교역 거래소에 일정 시간 맡기면\n총 금화 250,000 금화를 획득 할 수 있습니다.	将金币保管在商船交易所并经过指定时间\n可合计获得250,000金币。
25% 예금 증서 (250,000금화 확정)	25%存款证书(确保250,000金币)
아테나 & 캐서린 영웅 조각 확률 포함!\n영웅 조각 100% 획득 가능한 영웅 상자입니다.	一定几率包含雅典娜&凯瑟琳英雄碎片！\n可100%获得英雄碎片的英雄箱
스페셜 영웅 조각(20) 상자	特殊英雄碎片(20个)箱子
은화 상자	银币箱子
[주간 이벤트] 병사 훈련하기	[本周活动]训练士兵
[주간 이벤트] 연맹원 가속 지원	[本周活动]援助联盟成员加速
금주의 보너스 티켓(~04/26) 사용	使用本周福利券(截至4月26日)
페스티벌	庆典
헤파이스토스	赫菲斯托斯
보유 영웅 계급에 따라 보상이 가득!	按持有英雄阶级发放奖励!
도전! 영웅 진급 페스티벌!	挑战!英雄进阶庆典!
3계급 영웅 / 고급 경험의 서 x 10	3阶英雄/经验之书(高级)x10
4계급 영웅 / 상급 경험의 서 x 10	4阶英雄/经验之书(豪华)x10
5계급 영웅 / 영웅 조각(20) 상자 x 10	5阶英雄/英雄碎片(20个)箱子x 10
6계급 영웅 / 전리품 상자 (4~6단계) x 5	6阶英雄/战利品箱(阶段4~6)x5
7계급 영웅 / 전리품 상자 (5~7단계) x 5	7阶英雄/战利品箱(阶段5~7)x5
※ 이벤트 종료 후 우편을 통해 지급됩니다	※ 活动结束后奖励将发送至邮箱
영웅 페스티벌 패키지 2종!	2种英雄庆典礼包!
아테나 & 캐서린  획득 찬스! 영웅의 조각 스페셜 !	雅典娜&凯瑟琳获得机会!英雄碎片礼包!
전리품이 와르르!! 헤파이스토스의 선물!	海量战利品!!赫菲斯托斯的礼物!
이벤트 기간 : 04/19 ~ 04/26 점검전	活动时间: 4月19日~4月26日维护前
영웅 조각과 전리품이 한가득!	海量英雄碎片和战利品!
영웅 성장의 대박 찬스가 찾아왔습니다! 도전! 영웅 페스티벌 진행 중 (기간 미션 확인)	英雄成长的超值机会来临！挑战！英雄庆典进行中(查看期间任务)
전서버	全服
예금	储蓄
20만 금화를 맡기면 25만 금화로 돌아 온다![단 3일!] [FF5E00]금화 25% 예금 상품[-] 판매 중!	托管20万金币，可回收25万金币！[仅限3天][FF5E00]金币25%储蓄商品[-]出售中！
대방출	大放送
[FF5E00]VIP4,000 포인트[-] 획득의 대박 찬스! [프리미엄]VIP포인트 대방출 (+300%) 판매 중	获得[FF5E00]4,000贵宾点数[-]的超值机会！[高级]贵宾点数大放送(+300%)出售中
all-in-one	多合一
[전 서버 300개 한정 판매] 올인원 스페셜 패키지	[全服300个限定出售]多合一特殊礼包
[대함 화력 45%] 전쟁 준비 패키지	[对舰火力45%]战争准备礼包
[은화 100만 추가] 교역 자금 패키지	[追加100万金币]交易资金礼包
[신생 서버 스페셜] 금화 1,200% 패키지	[新服礼包]1,200%金币礼包
[신생 서버 스페셜] 금화 1,300% 패키지	[新服礼包]1,300%金币礼包
[프리미엄] 금화 1,400% 패키지	[高级]1,400%金币礼包
[영웅 페스티벌] 영웅의 조각 스페셜 패키지	[英雄庆典]英雄碎片特殊礼包
[영웅 페스티벌] 헤파이스토스의 선물 패키지	[英雄庆典]赫菲斯托斯的礼物礼包
[프리미엄]VIP보너스 패키지 (+300%)	高级贵宾奖励礼包(+300%)
[단 3일!] 금화 25% 예금 상품	[仅限3天]25%金币储蓄商品
[매력 만점] 오리배 함선 스킨	[魅力满分]鸭子船皮肤
한번에VIP포인트 4,000 획득!초고속 성장의 기회를 놓치지 마세요!	一次性获得4,000贵宾点数！不要错过最快速的成长机会！
예금 증서	储蓄证书
상선 교역소에 맡기면 25만 금화를 지급하는금화로 구매 가능한 예금 증서입니다.	在商船交易所进行保管，可获得25万金币的可用金币购买的储蓄证书
오리배 함선 스킨 초특가! 영주님만의 개성 넘치는 함선을 구축하세요!	鸭子船舰船皮肤超特价！构筑领主专属的个性舰船吧！
4월 마지막 찬스!   ▶금화 300,000◀ [프리미엄] 금화 1,400% 패키지 판매 중	4月最后机会！▶300,000金币◀[高级]1,400%金币礼包出售中！
[누적 결제]10만원 :VIP포인트 200 지급! (최대 20회)	[累计充值]￥587.72：发放200贵宾点数！(最多20次)
[대박 찬스] 전서버 300개 한정 판매! 모든 아이템을 한번에 획득하는 올인원 패키지 판매 중!	[超值机会]全服300个限定出售！可一次性获得所有道具的多合一礼包出售中！
기간 과제 이벤트!	期间任务活动！
행동력 지급!	发放领主体力！
제국군에 맞서 승리하라!	迎击帝国军并取得胜利！
포획 도구 지급!	发放捕捉工具！
몬스터를 토벌하라!	请讨伐怪物！
VIP4,000 지급!	发放4,000贵宾点数！
[프리미엄]	[高级]
VIP보너스 패키지!	贵宾奖励礼包！
3일간 맡기면 금화가 25% up!	保管3天可提高25%金币！
금화 25% 예금 상품	25%金币储蓄商品
상선교역소▶예금 증서	商船交易所▶储蓄证书
VIP포인트 200 x 1	200贵宾点数x1
동상 상점 1회 한정 패키지!	铜像商店限购1次礼包！
VIP4,000!	4,000贵宾点数！
금화가 25% up!	提高25%金币！
결제 금액에 따라	根据充值金额
금화 거래 증서!	金币交易证书！
VIP포인트 200 지급!	发放200贵宾点数！
동상 상점 1회 한정 특별 패키지 등장!	铜像商店限购1次特别礼包闪亮登场！
1. 8티어(6옵션) 장비 획득 상자	1、8阶(6属性)装备箱
2. 캐서린 조각 100개	2、凯瑟琳碎片100个
3. 자원 300%	3、300%资源
4. 금화 500%	4、500%金币
5.가속 190시간	5、加速190小时
6.행동력 10,000	6、10,000领主体力
최대 강화 수치에 도달했습니다.	已达到强化等级上限。
강화 가능한 장비가 없습니다.	没有可强化的装备
강화를 진행할 장비를 선택해주세요.	请选择要强化的装备
보유 : -	拥有：-
0 / {0}	0/{0}
강화 단계에 따라, 성공률이 결정됩니다.	不同的强化阶段将会影响成功率
+{0} 강화까지는 강화 실패 시, 패널티가 없습니다.	+{0}为止强化失败将没有任何惩罚
{0} / 0	{0}/0
강화 장비 선택	选择强化装备
강화 비용 {0}% 감소, 이벤트 진행중!	强化费用减少{0}%，活动进行中！
강화 단계가 하락하지 않는 단계입니다.	该阶段不存在降阶
성공률 {0}%	成功率{0}%
+{0}이상 장비 강화 실패 시, 강화 단계가 하락할 수 있습니다.	+{0}以上强化失败将有可能降低强化阶段
연출 스킵	跳过
장비 강화를 통해, {0}을 완성했습니다.	通过强化装备完成了{0}
[주간 이벤트] 연맹원NPC 가속 지원	[本周活动]援助联盟成员NPC加速
NPC	NPC
장비 강화 알림	强化装备通知
타 영주의 장비 강화 성공 여부를 확인할 수 있습니다.	可查看其他领主装备强化与否
자동 치료	自动治疗
부상병 자동 치료	自动治疗伤兵
부상병 자동 치료의 상세 옵션을 설정합니다.	设置自动治疗伤兵的详细参数
일반 가속 아이템 사용	使用普通加速道具
치료 가속 아이템 사용	使用治疗加速道具
골드 가속 사용	使用金币加速
재화 부족 시 인벤토리 아이템 사용	资源不足时使用背包内道具
적용 시간: {0}	启用时间：{0}
※가속 3종을 모두 사용할 경우 적용 우선 순위\n - 1순위: 치료 가속 아이템\n - 2순위: 일반 가속 아이템\n - 3순위: 골드 가속	※3种加速道具全部使用时优先级\n - 优先级1：治疗加速道具\n - 优先级2：普通加速道具\n - 优先级3：金币加速
